"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1999",5.484,
"IRL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2000",5.705,
"IRL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2001",5.875,
"IRL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2002",5.496,
"IRL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2003",6.692,
"IRL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2004",6.96,
"IRL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2005",7.517,
"IRL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2006",8.74,
"IRL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2007",7.992,
"IRL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2008",6.235,
"IRL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2009",5.293,
"IRL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2010",5.273,
"IRL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2011",6.068,
"IRL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2012",6.369,
"IRL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2013",7.151,
"IRL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2014",7.641,
"IRL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2015",6.46,
"IRL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2016",6.053,
"IRL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2017",5.711,
"IRL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2018",5.896,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1965",7.214,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1966",7.23,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1967",6.913,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1968",6.476,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1969",6.238,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1970",6.006,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1971",6.046,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1972",6.243,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1973",4.812,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1974",3.904,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1975",3.286,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1976",3.261,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1977",3.352,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1978",3.487,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1979",3.832,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1980",3.72,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1981",3.339,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1982",3.026,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1983",2.711,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1984",2.851,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1985",2.515,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1986",2.785,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1987",2.59,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1988",2.48,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1989",2.273,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1990",2.257,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1991",2.485,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1992",3.502,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1993",5.41,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1994",5.433,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1995",5.647,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1996",5.365,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1997",5.067,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1998",4.799,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","1999",4.557,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","2000",4.643,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","2001",4.409,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","2002",5.153,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","2003",7.777,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","2004",6.137,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","2005",5.007,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","2006",5.03,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","2007",4.864,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","2008",4.293,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","2009",6.191,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","2010",4.828,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","2011",5.258,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","2012",6.16,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","2013",6.208,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","2014",6.646,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","2015",6.527,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","2016",6.561,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","2017",6.164,
"ITA","TAXPROPERTY","TOT","PC_TOT_TAX","A","2018",6.098,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1965",8.069,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1966",8.01,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1967",7.766,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1968",7.631,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1969",7.573,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1970",7.584,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1971",8.39,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1972",8.769,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1973",8.255,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1974",7.983,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1975",9.086,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1976",8.714,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1977",8.866,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1978",8.599,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1979",8.626,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1980",8.19,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1981",8.639,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1982",8.955,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1983",9.386,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1984",9.408,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1985",9.703,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1986",10.856,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1987",11.313,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1988",11.17,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1989",10.176,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1990",9.398,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1991",9.694,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1992",10.956,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1993",11.62,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1994",11.991,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1995",12.151,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1996",11.795,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1997",11.23,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1998",11.024,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","1999",11.243,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","2000",10.492,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","2001",10.513,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","2002",10.788,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","2003",10.33,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","2004",9.993,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","2005",9.661,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","2006",9.083,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","2007",8.983,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","2008",9.391,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","2009",10.136,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","2010",9.721,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","2011",9.656,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","2012",9.109,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","2013",8.838,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","2014",8.481,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","2015",8.194,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","2016",8.349,
"JPN","TAXPROPERTY","TOT","PC_TOT_TAX","A","2017",8.194,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1972",9.249,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1973",10.587,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1974",10.24,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1975",9.701,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1976",8.486,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1977",8.35,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1978",7.715,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1979",7.554,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1980",8.027,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1981",8.376,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1982",9.241,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1983",9.697,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1984",9.359,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1985",9.136,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1986",8.723,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1987",8.962,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1988",9.986,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1989",11.053,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1990",11.778,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1991",12.619,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1992",12.734,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1993",14.009,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1994",14.412,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1995",13.953,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1996",12.905,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1997",12.717,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1998",10.872,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1999",13.677,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2000",12.36,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2001",11.418,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2002",12.716,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2003",11.777,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2004",11.246,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2005",11.911,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2006",13.183,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2007",12.805,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2008",11.928,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2009",11.622,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2010",11.324,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2011",11.355,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2012",10.609,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2013",10.321,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2014",11.03,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2015",12.355,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2016",11.566,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2017",11.688,
"KOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2018",11.61,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1965",6.172,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1966",6.469,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1967",6.723,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1968",6.906,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1969",7,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1970",6.654,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1971",6.424,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1972",7.036,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1973",7.043,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1974",5.834,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1975",5.159,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1976",5.412,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1977",5.397,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1978",5.24,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1979",5.966,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1980",5.666,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1981",5.695,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1982",5.731,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1983",5.971,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1984",5.767,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1985",5.56,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1986",6.086,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1987",6.768,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1988",7.723,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1989",8.431,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1990",8.424,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1991",7.718,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1992",8.044,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1993",8.003,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1994",7.664,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1995",7.131,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1996",7.652,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1997",8.032,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1998",8.727,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1999",9.941,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2000",10.675,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2001",9.729,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2002",8.044,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2003",7.472,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2004",7.805,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2005",8.484,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2006",9.331,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2007",9.647,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2008",7.402,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2009",6.628,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2010",7.069,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2011",6.947,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2012",7.032,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2013",7.279,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2014",7.773,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2015",8.897,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2016",9.269,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2017",9.649,
"LUX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2018",9.786,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1980",1.946,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1981",1.848,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1982",1.434,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1983",0.998,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1984",0.787,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1985",0.49,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1986",0.871,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1987",0.618,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1988",0.8,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1989",0.929,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1990",1.876,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1991",2.267,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1992",2.516,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1993",2.516,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1994",2.375,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1995",2.409,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1996",2.202,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1997",1.926,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1998",1.852,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","1999",1.708,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2000",1.82,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2001",1.94,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2002",2.062,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2003",2.065,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2004",2.249,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2005",2.466,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2006",2.402,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2007",2.399,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2008",2.303,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2009",2.34,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2010",2.27,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2011",2.2,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2012",2.258,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2013",2.135,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2014",2.296,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2015",1.953,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2016",1.893,
"MEX","TAXPROPERTY","TOT","PC_TOT_TAX","A","2017",1.923,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1965",4.379,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1966",3.742,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1967",3.405,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1968",3.535,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1969",3.545,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1970",3.334,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1971",2.914,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1972",2.681,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1973",2.851,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1974",2.81,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1975",2.386,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1976",2.638,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1977",3.24,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1978",3.855,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1979",3.811,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1980",3.586,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1981",3.438,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1982",3.332,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1983",3.18,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1984",3.324,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1985",3.474,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1986",3.595,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1987",3.645,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1988",3.489,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1989",3.79,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1990",3.655,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1991",3.573,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1992",3.6,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1993",3.802,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1994",4.184,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1995",4.209,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1996",4.526,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1997",4.798,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1998",4.984,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","1999",5.112,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","2000",5.273,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","2001",5.05,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","2002",5.281,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","2003",5.075,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","2004",5.263,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","2005",5.483,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","2006",4.668,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","2007",4.69,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","2008",4.253,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","2009",3.97,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","2010",3.848,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","2011",3.432,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","2012",3.039,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","2013",3.39,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","2014",3.861,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","2015",3.825,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","2016",3.957,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","2017",4.021,
"NLD","TAXPROPERTY","TOT","PC_TOT_TAX","A","2018",4.034,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1965",11.538,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1966",11.269,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1967",11.194,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1968",11.665,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1969",11.441,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1970",10.394,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1971",9.104,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1972",9.501,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1973",8.523,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1974",8.476,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1975",9.246,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1976",8.938,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1977",8.074,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1978",8.579,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1979",7.966,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1980",7.924,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1981",7.94,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1982",7.905,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1983",8.171,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1984",7.756,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1985",7.441,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1986",7.308,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1987",6.967,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1988",6.591,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1989",6.588,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1990",6.844,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1991",6.41,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1992",6.024,
